Codigo	Descricao	Descrição Inglês
19020095	UC MANU FITA CREPE AUTOMOTIVA	
19020175	UC MANU FLEXIVEL  AR CAVALO MEC 6,5MT	
19020859	UC MANU FLEXIVEL DE LIGACAO CAVALO MECANICO	
19022997	UC MANU FLEXIVEL FREIO AR 16X16 0.90MT MACHO	
19020013	UC MANU FLUIDO DE FREIO	
19020022	UC MANU FUSIVEL LAMINA	
19020205	UC MANU FUSIVEL LAMINA CTB	
19022986	UC MANU GARRA BATERIA PEQ 30A	
19023016	UC MANU GARRA JACARE ISOLADA PR/VM 155MM 300A A4	
19020195	UC MANU GRAMPO SUSPENSAO COM PORCA	
19020190	UC MANU GRAXA	
19021122	UC MANU GRAXEIRA AUTOMOTIVA	
19020113	UC MANU GRAXEIRO	
19021009	UC MANU GUIA DA VALVULA TOP BRAKE	
19020614	UC MANU GUIA DE ADMISSAO / ESCAPE	
19020320	UC MANU GUIA DE VALVULA ( ADMISSÃO E DESCARGA)	
19020157	UC MANU HASTE REACAO	
19023039	UC MANU INDICADOR DE TEMPERATURA	
19020521	UC MANU INDUZIDO DA PARTIDA	
19020483	UC MANU INTERRUPTOR ALERTA	
19021317	UC MANU INTERRUPTOR DE FREIO	
19021318	UC MANU INTERRUPTOR DE VIDRO ELETRICO	
19020613	UC MANU JOGO ARRUELA DE ENCOSTO	
19020451	UC MANU JOGO CHAVE TORX L1 T9 A T50	
19020317	UC MANU JOGO DE CABO DE VELA	
19020311	UC MANU JOGO DE JUNTA DO MOTOR	
19020065	UC MANU JOGO DE JUNTAS	
19020187	UC MANU JUNTA	
19020116	UC MANU JUNTA 16486 NX XR	
19020350	UC MANU JUNTA CABECOTE	
19020887	UC MANU JUNTA COLETOR	
19020694	UC MANU JUNTA CUBO RODA CARRETA	
19020465	UC MANU JUNTA DA TAMPA DA VALVULA	
19020616	UC MANU JUNTA DO MOTOR COMPLETO	
19020347	UC MANU JUNTA FIXA	
19020208	UC MANU JUNTA RADIADOR OLEO MB	
19020922	UC MANU JUNTA SEMI EIXO	
19020888	UC MANU JUNTA TAMPA DA VALVULA	
19020096	UC MANU JUNTA VALVULA TERMOSTATICA	
19023011	UC MANU KIT DE PARAFUSOS	
19023260	UC MANU KIT DESCARBONIZAÇÃO 200 ML	
19021111	UC MANU KIT FILTRO	
19020243	UC MANU KIT FIXACAO TANQUE DIESEL ORIGINAL MB	
19023259	UC MANU KIT HIGIENIZAÇÃO 100 ML	
19020786	UC MANU KIT SUSPENSAO CABINE TRASEIRA AXOR	
19020351	UC MANU KIT TAMPA DA CORREA	
19023000	UC MANU KIT VEDACAO DO MOTOR	
19021061	UC MANU LAMPADA 1 POLO 24V GAUSS	
19020221	UC MANU LAMPADA 5W/24V LH2845	
19020220	UC MANU LAMPADA 69 24V 4W	
19020823	UC MANU LAMPADA DE LED 67 24V	
19020592	UC MANU LAMPADA H-4 12V 60/55W	
19020891	UC MANU LAMPADA PISCA/ RE UNIVERSAL	
19020892	UC MANU LAMPADA TORPEDO 24V	
19020893	UC MANU LANTERNA DE TOPO CANTO OVAL	
19020494	UC MANU LANTERNA DELIMITADORA LED	
19020590	UC MANU LANTERNA P/ TETO DELIMITADORA	
19020636	UC MANU LANTERNA SETA DIANTEIRA	
19020232	UC MANU LANTERNA TRASEIRA C/VIGIA C/CON	
19021060	UC MANU LANTERNA TRASEIRA MODERNA C/CONECTOR	
19020231	UC MANU LANTERNA TRASEIRA S/VIGIA C/CON	
19020896	UC MANU LENTE P/ LANTERNA RETANGULAR OLHO DE GATO	
19020107	UC MANU LIMPA CONTATO SPRAY	
19020059	UC MANU LIQUIDO LUSTRADOR	
19021059	UC MANU LONA DE FREIO L-224	
19021235	UC MANU LONA DE FREIO L-551	
19021208	UC MANU LONA DE FREIO L-552	
19020189	UC MANU LONA DE FREIO L636	
19020921	UC MANU LONA DE FREIO L-637	
19020181	UC MANU LONA DE FREIO L638	
19020695	UC MANU LONA FREIO L-559	
19023041	UC MANU LONA TIT-BRO-BIZMD100-125	
19023042	UC MANU LONA TRASEIRA BIZ-BROSS-XR200	
19020742	UC MANU LUVEIRA CARDAN	
19020257	UC MANU MACHO MANUAL HTOM MF 10X1 JG3	
19020075	UC MANU MANGOTE	
19020122	UC MANU MANGUEIRA COMUM 3/4	
19020182	UC MANU MANGUEIRA HIDRAULICA 1/2 R2	
19020038	UC MANU MANGUEIRA INTERCOOLER	
19022994	UC MANU MANGUEIRA LISA R17 1/2	
19020326	UC MANU MANIVELA P/ VIDRO	
19020327	UC MANU MAQUINA P/ VIDRO	
19020446	UC MANU MECANISMO P/ COXIM	
19020827	UC MANU MEIO PARALAMA	
19020066	UC MANU MOLA DE PISTÃO	
19020247	UC MANU MOLA MESTRE	
19020185	UC MANU MOLA PATIM FREIO	
19020557	UC MANU MOTOR CLIMAT 24V	
19020544	UC MANU MOTOR DE PARTIDA	
19020173	UC MANU MOTOR PARA MAQUINA VIDRO 24V	
19023258	UC MANU NANO CLEANER PREMIUM	
19020064	UC MANU OLEO	
19020352	UC MANU OLEO CAMBIO 75W80	
19020335	UC MANU OLEO DE TRANSMISSAO	
19020309	UC MANU OLEO FREIO DOT 4 500ML	
	UC MANU OLEO HIDRAULICO MOTOFIX AW 32 200LT	
19020297	UC MANU OLEO MOTOR 15W40	
19025861	UC MANU OLEO MOTOR 15W40 SELENIA K SEMI SINTE-70849E19BR	
	UC MANU OLEO MOTORFIX HIDRAULICO HJ 68 TB 200 LTS	
19022542	UC MANU OLEO SOLUVEL	
19021069	UC MANU PAINEL DE INSTRUMENTOS IVECO	
19020211	UC MANU PALHETA DO PARA-BRISA	
19020083	UC MANU PAPEL PARA MASCARAMENTO AUTOMOTIVO	
19020146	UC MANU PARAFUSO  SEXTAVADO RL 1/2X13,40	
19020507	UC MANU PARAFUSO RODA	
19020162	UC MANU PARAFUSO SEXTAVADO ACO 12X40	
19020165	UC MANU PARAFUSO SEXTAVADO ACO 12X45	
19020159	UC MANU PARAFUSO SEXTAVADO ACO 18X60	
19020160	UC MANU PARAFUSO SEXTAVADO ACO 18X80	
19020194	UC MANU PARAFUSO SUSPENSAO	
19020699	UC MANU PARALAMA PLASTICO CARRETA	
19026076	UC MANU PARALAMA TRAÇÃO SUPERIOR/CENTRAL	
19020115	UC MANU PASTA PARA VALVULA	
19023286	UC MANU PC GAMER INTEL 16 GB	
19021119	UC MANU PINO DA BALANÇA	
19020248	UC MANU PINO DE CENTRO	
19020176	UC MANU PINO ELASTICO 1481 8X50	
19020118	UC MANU PINO ELASTICO 6X50	
19020055	UC MANU PISTAO	
19020767	UC MANU PLACA IDENTIFICACAO CHASSI	
19020574	UC MANU PNEU 185 60 R15	
19020108	UC MANU PNEU 28X09X15 MACICO	
19020467	UC MANU PNEU 295/80 R22.5 BORRACHUDO	
19020466	UC MANU PNEU 295/80 R22.5 LISO	
19020215	UC MANU PNEU 6.50X10 MACICO	
19020490	UC MANU PNEU RADIAL 175/70 R14 88	
19020340	UC MANU PNEU RADIAL 295/80 R22.5 LISO	
19020741	UC MANU PONTUVA CARDAN	
19020112	UC MANU PORCA   NL 11/64N 40204	
19022974	UC MANU PORCA SEX. TRAV. MA 10MM (1.5)	
19020255	UC MANU PORCA SEXTAVA UNC GALV 3/16	
19020147	UC MANU PORCA SEXTAVADA TRAVANTE 1/2	
19020253	UC MANU PORCA SEXTAVADA UNC GALV 1/4	
19020163	UC MANU PORCA TRAVANTE 12MM	
19022985	UC MANU PORTA FUSIVEL MAX	
19021026	UC MANU PORTA INJETOR	
19022972	UC MANU PRAFUSO SEX. ACO RI 1.75X12X30	
19020091	UC MANU PRIMER PU	
19020033	UC MANU RAD INTERC MB	
19020031	UC MANU RADIADOR MB	
19020119	UC MANU REBITE POP 5-32X18 418	
19024512	UC MANU REFIL ELEMENTO RESINA MISTA	MIXED RESIN CARTRIDGE
19020023	UC MANU RELE AUXILIAR MINI	
19020206	UC MANU RELE AUXILIAR MINI S/SUP 5T 24V	
19020062	UC MANU REPARO DA BOMBINHA	
19020866	UC MANU REPARO DA CUICA GLOBAL	
19020549	UC MANU REPARO DA VALVULA 4 CIRCUITOS	
19020060	UC MANU REPARO DE VEDAÇÃO	
19020319	UC MANU REPARO DO REDUTOR DE GAS	
19020061	UC MANU REPARO DO REGULADOR	
19020203	UC MANU REPARO TRAMB MB 1315/1418/1518/1938-641580-6 ROCHEST	
19020126	UC MANU REPARO TRAMBULADOR	
19021093	UC MANU REPARO UNIDADE INJETORA	
19021056	UC MANU REPARO VALVULA 4 CIRCUITOS	
19021055	UC MANU REPARO VALVULA SECADOR	
19020034	UC MANU RESERVATORIO AGUA MB	
19020111	UC MANU RESERVATORIO DE AGUA	
19020809	UC MANU RESERVATORIO DE OLEO HIDRAULICO	
19020184	UC MANU RETENTOR	
19021306	UC MANU RETENTOR COMANDO/VIRABREQUIM	
19021304	UC MANU RETENTOR CONVERSOR	
19020294	UC MANU RETENTOR DE COMPRESSOR	
19020764	UC MANU RETENTOR PINHAO	
19020690	UC MANU RETENTOR RODA TRASEIRA 3690	
19021307	UC MANU RETENTOR TRACAO	
19021305	UC MANU RETENTOR TRASEIRO	
19020608	UC MANU ROÇADEIRA LATERAL GASOLINA	
19022984	UC MANU ROL TRUCK MB 1622/915 ACCELO TRAS	
19020188	UC MANU ROLAMENTO 32 2 16	
19021050	UC MANU ROLAMENTO CAMBIO	
19020607	UC MANU ROLAMENTO ESFERA	
19020343	UC MANU ROLAMENTO ESTICADOR	
19020553	UC MANU ROLAMENTO MANGA DO EIXO	
19020766	UC MANU ROLAMENTO PILOTO	
19020293	UC MANU ROLAMENTO POLIA DO COMPRESSOR	
19020508	UC MANU ROLAMENTO RODA DIANTEIRO	
19020689	UC MANU ROLAMENTO RODA TRASEIRA	
19025801	UC MANU SAPATA FREIO C/LONA	
19020299	UC MANU SAPATA FREIO TRUCK	
19020698	UC MANU SELO 60.5MM	
19020503	UC MANU SEMI EIXO	
19020509	UC MANU SENSOR ABS TRASEIRO	
19020525	UC MANU SENSOR DE PRESSAO	
19020789	UC MANU SENSOR DE TEMPERATURA DOS GASES	
19020020	UC MANU SENSOR INDUTIVO	
19020788	UC MANU SENSOR NOX DO ESCAPE	
19020015	UC MANU SENSOR PEDAL	
19020323	UC MANU SERVO DE EMBREAGEM	
19020127	UC MANU SERVO EMBREAGEM	
19020270	UC MANU SHAMPOO GALAO 50L	
19020718	UC MANU SILENCIOSO ESCAPAMENTO	
19020333	UC MANU SILICONE ULTRA BLACK	
19020310	UC MANU SILICONE ULTRA BLACK ALTA TEMPERATURA	
19020750	UC MANU SINALIZADOR DE MACHA RE	
19023261	UC MANU SOLUÇÃO ORGANICA ROSA	
19020830	UC MANU SOQUETE DO BLOCO OTICO	
19020589	UC MANU SOQUETE UNIVERSAL P/ LAMPADAS	
19020269	UC MANU SUPER JATO ATIVADO ROXO GALAO 50L	
19020519	UC MANU SUPORTE ESCOVA	
19021062	UC MANU SUPORTE LANTERNA TRASEIRA	
19020241	UC MANU SUPORTE P/ TANQUE DIESEL ALUM QUADRADO TRASEIRO	
19020249	UC MANU SUPORTE ROLAMENTO CINTO	
	UC MANU T UNIÃO TUBO PU 6MM	
19020330	UC MANU TAMBOR DE FREIO EMPILHADEIRA HYSTER H55FT	
19020109	UC MANU TAMBOR FREIO CARRETA - 3748 - FRUM	
19020292	UC MANU TAMPA COMPRESSOR CVC	
19020183	UC MANU TAMPA DO CUBO CARRETA	
19020566	UC MANU TAMPA DO DISCO TACOGRAFO	
19020318	UC MANU TAMPA DO DISTRIBUIDOR	
19020308	UC MANU TAMPA RESERV	
19020661	UC MANU TAMPA TANQUE	
	UC MANU TEE UNIÃO 12MM	
	UC MANU TEE UNIÃO 4MM	
	UC MANU TEE UNIÃO 8MM	
19020239	UC MANU TELA PARA-CHOQUE VW GOL GVI	
19020012	UC MANU TENSOR GUIA DA CORREIA	
19020202	UC MANU TERMINAL CAMBIO VOLVO/MB/SCANIA 14MM - N954 NAKATA	
19020591	UC MANU TERMINAL DE BATERIA SAPAO	
19020329	UC MANU TERMINAL DE CAMBIO	
19020559	UC MANU TERMINAL DE FIO DE ENCAIXE COM TRAVA	
19020537	UC MANU TERMINAL DIRECAO	
19022996	UC MANU TERMINAL FEMEA GIRATORIA FG 3/4 JIC SEXT X1/2	
19022995	UC MANU TERMINAL FEMEA GIRATORIA RETA DKO M1 8X1/2	
19020250	UC MANU TERMINAL FGR 1.7/16 S/P X 3/4PR 4TRAMAS	
19020240	UC MANU TERMINAL FGR 1.7/16 S/PX3/4PR 4TRAMAS	
19020861	UC MANU TERMINAL FREIO MOTOR	
19020558	UC MANU TERMINAL PARA FIO MOSQUITINHO COM TRAVA	
19020272	UC MANU TIMER ANALOGICO	
19020324	UC MANU TINTA CINZA ESCURO	
19020594	UC MANU TIRANTE RETROVISOR	
19020787	UC MANU TIRANTE VALVULA SUSPENSAO P/ CABINE	
19020186	UC MANU TRAVA MOLA PATIM	
19020298	UC MANU TRAVA ROLETE PATIM	
19020117	UC MANU TRAVA ROSCA	
19020563	UC MANU TRILHOS DA CARCACA	
19020487	UC MANU TUBO CORRUGADO 1/2	
19020493	UC MANU TUBO CORRUGADO 5/8	
19020580	UC MANU TUBO DE LIGACAO P/ BOMBA D'AGUA	
19020334	UC MANU TUBO FLEXIVEL DESC	
19022987	UC MANU TUBO INDL RED. 1 14	
19020618	UC MANU TUCHO VALVULA DO MOTOR	
19022988	UC MANU TUDO INDL RED. 1.1/2 14	
	UC MANU UNIÃO COTOVELO 4	
19020089	UC MANU UNIAO EMENDA	
19020222	UC MANU UNIAO REDUTORA OD 8MM X OD 6MM PG0806	
19020046	UC MANU VALVULA	
19020321	UC MANU VALVULA DE ADMISSAO	
19020501	UC MANU VALVULA DE CONTROLE DE FLUXO	
19020322	UC MANU VALVULA DE ESCAPE	
19020223	UC MANU VALVULA NIVELAMENTO CARGA	
19020593	UC MANU VALVULA P/ BUZINA AR	
19020209	UC MANU VEDA JUNTA 3M	
19020204	UC MANU VELA DE INGNICAO	
19020316	UC MANU VELA DE MOTOR	
19025859	UC MANU VELA IGNICAO BKR-7-ESB VW FLEX 1.0/1- BKR-7 ESBD	
19020212	UC MANU VIDRO PARA-BRISA FRANQUIA  AUTOGLASS	
19040010	UC PRED COMANDO DE GRAXA	
19040011	UC PRED PULVERIZADOR	
19010331	UC PROD  TAMPA MAD REF 1,34X1,14	
19010332	UC PROD CANTONEIRA MAD P/PALLET 1,30M	
19010010	UC PROD FITA IMPRESS RIBBON CERA 110X450	
19010017	UC PROD PALETES	
19010335	UC PROD REFORCO MAD 1,32M	
19010334	UC PROD REFORCO MAD CHANFRADO 1,64M	
19010333	UC PROD REFORCO MAD CHANFRADO 1,78M	
19010018	UC PROD TAMPA DE PALETES	
19010009	UC PRODFITA PET REC 16X080 1200MT	
14444325400	ULTRA SONIC REFLE SENSOR	ULTRA SONIC REFLE SENSOR
	ULTRAPLEX MCS 2 20KG	
	ULTRASONIC	
	UNIÃO (INST) "L" 3/8X8	
	UNIÃO COTOVELO 12	
	UNIÃO DE ACESSO P/SPLIT 1/2	
	UNIÃO DE ACESSO P/SPLIT 1/4	
	UNIÃO FG 2 ASS. FERRO BSP-Z	
	UNIÃO GALV ASSENTO COM BZ/FERRO 2"	
	UNIÃO GALV ASSENTO COM BZ/FERRO 3"	
	UNIÃO GALV. 1''	
	UNIÃO GALV. 3"	
	UNIÃO GALVANIZADA 3"	
	UNIÃO INSTANT 10MM	
	UNIÃO INSTANT 10X8MM	
	UNIÃO INSTANT 12MM	
	UNIÃO INSTANT 12X10MM	
	UNIÃO INSTANT 4MM	
	UNIÃO INSTANT 6MM	
	UNIÃO INSTANT 6X4MM	
	UNIÃO INSTANT 8MM	
	UNIÃO INSTANT 8X6MM	
	UNIAO PVC SD 32MM	
	UNIÃO REDUÇÃO 12X10	
	UNIÃO REDUÇÃO 8X6	
	UNIÃO RETA	
	UNIÃO RETA 10	
	UNIÃO RETA 12	
	UNIÃO RETA 4	
	UNIÃO RETA 6	
	UNIÃO RETA 8	
	UNIÃO RETA REDUÇÃO 4X6	
	UNIÃO RETA REDUÇÃO 6X8	
	UNIÃO RETA REDUÇÃO 8X10	
	UNIÃO ROTATIBA DIR 1,1/2	
	UNIÃO ROTATIBA ESQ 1,1/2	
	UNIÃO ROTATIVA	
	UNIÃO ROTATIVA 1.1/2" DIR; C/ROL RWC	
	UNIÃO SD 32MM	
17010273	UNIDADE DE AQUECIMENTO	HEATING UNIT
11131715500	UPPER BEARING BLOCK	
11321078000	V GUIDE ROLLER S ASSY WITH FLANGE	V GUIDE ROLLER S ASSY WITH FLANGE
11157926300	V GUIDE ROLLER S/ASSY	
	VALV ESFERA LATÃO F-F BSP PN25 2"	
14082300000	VALVE TRAB CL ''C'' 230 VAC 	VALVE TRAB CL ''C'' 230 VAC 
14082301001	VALVE TRAB PLUG NEUTRAL CL ''C'' FMS 12ST 	VALVE TRAB PLUG NEUTRAL CL ''C'' FMS 12ST 
14082301001	VALVE TRAB PLUG NEUTRAL CL ''C'' FMS12ST 	VALVE TRAB PLUG NEUTRAL CL ''C'' FMS12ST 
12603091200	VALVULA	
12603091200	VALVULA 	
	VALVULA CONT FLUIXO 1/8	
12603081100	VALVULA CONTROLADORA DE VAZÃO - G1/8	FLOWCONTROLVALVE-G1/8 DIA4-JN
	VALVULA CONTROLE DE FLUXO PU-6	
	VALVULA DE ESCAPE 1/2	
	VALVULA DE FLUXO R 1/8X6	
	VALVULA DE RETENÇÃO METALICA PILOTADA ROSCA 1/4 BSP	
	VALVULA P/LAVAT BRANCO E UNHO 76MM	
	VALVULA SECADOR APU AXOR COMPLETA /VALV	
12609500780	VÁLVULA SOLENOIDE VUVS-L20	SOLENOID VALVE VUVS - L20
	VALVULA TRIPART. 1.1/2"	
242	VARETA 56316	
	VARETA DE SOLDA BRONZE	
	VARETA FOSCOPER	
JYF-J30-04	VARETA GUIA FIO COM PORCELANA	HOLDING ROD
5001611	VASSOURA 30CM FUROS PIAÇAVA	
	VASSOURA PIAÇAVA 30CM 20 FUROS	
	VEDA CALHA	
	VEDA CALHA 400G	
	VEDA CALHA PU CINZA	
	VEDA CALHAS ALUMINIO 280ML	
5003658	VEJA MULTIUSO 500ML	
	VENTILADOR	
	VENTILADOR COLUNA 18" 78CM 127V	
	VENTILADORES INDUSTRIAIS	
	VERTEX ACEIL INT FOSCO VERBRAS BCO NEVE 18L	
14184000010	VFD INTERF. ENCODER CARD COMPATIBLE A840	VFD INTERF. ENCODER CARD COMPATIBLE A840
	VIBRO STOP	
	VIRA MACHO M12X1,75	
	VISTA JG ALIZAR BRANCO 220X5CM	
	VOLANTE	
	VOLANTE DIREÇÃO	
11406371010	WARP GUIDE R-6	
11406361000	WASHER ECCENTRIC AXLE	
11406373000	WASHER PIN BEARING BLOCK	
11407032010	WCL SPRING NEW - L	
11407030010	WCL SPRING NEW - M	
JYF-E30-08	WEDT CRANR	WEDT CRANR
11401684000	WEFT CERAMIC WITH FINGER HOLDER HS	
11404895000	WEFT COMPENSATION LEVER (MAGNET) R2	
11406644020	WEFT COMPENSATION LEVER MAGNET (R-6)	WEFT COMPENSATION LEVER MAGNET (R-6)
11408091010	WEFT GUIDE HOLDER FRONT-XR	
11408088000	WEFT GUIDE HOLDER REAR-XR	
11406359010	WEFT GUIDE ROD	
11130606610	WEFT TENSION SPRING	
11158186800	WOOLEN FALT	
11421134010	ZIG ZAG HOT CUTTER (2 PECAS)	ZIG ZAG HOT CUTTER (2 PECAS)



				
